200000	200000	4840	420	5467.96	5465.37
211289	200540	4868	421	5506.86	5503.98
217778	201092	4884	422	5530.89	5518.81
220198	201194	4892	423	5539.36	5528.14
222427	201609	4914	424	5566.24	5553.00
228441	202089	4928	425	5588.89	5575.65
241652	202302	4940	426	5600.94	5596.91
245860	202404	4954	427	5617.93	5614.77
270295	204868	4970	428	5632.18	5682.81
279491	209868	5036	429	5686.28	5683.11
292414	210825	5048	430	5696.94	5694.35
293399	211514	5070	431	5714.49	5711.90
307507	216514	5127	432	5751.80	5751.23
353721	216908	5143	433	5770.76	5770.76
