200000	200000	4389	383	5125.53	5121.19
201612	200954	4409	384	5152.23	5148.17
204522	201463	4419	385	5163.86	5158.94
230477	203369	4481	386	5211.41	5210.54
231764	204018	4509	387	5263.62	5262.46
248696	206818	4557	388	5312.00	5234.87
268097	206883	4565	389	5323.15	5278.17
624795	207757	4593	390	5346.76	5345.61
638092	208179	4609	391	5361.92	5360.77
653594	208526	4645	392	5411.59	5410.72
659539	210017	4669	393	5431.61	5431.61
692464	210659	4693	394	5464.30	5464.01
755999	211747	4727	395	5508.52	5508.52
