200000	200000	7003	49	4347.84	4256.34
203846	203846	7151	50	4434.71	4387.52
221082	207999	7279	51	4512.69	4468.84
228731	212999	7467	52	4630.55	4572.59
315920	217999	7551	53	4678.23	4634.47
395771	222999	7562	54	4685.96	4677.66
400771	227999	7705	55	4771.33	4740.19
403638	230866	7805	56	4849.02	4835.72
510408	235866	7846	57	4885.01	4857.48
566210	240866	8443	58	5218.50	5150.62
579276	245676	8603	59	5317.52	5302.06
871566	248037	8687	60	5385.88	5359.90
919700	252283	8805	61	5459.05	5422.43
1008254	254692	8849	62	5487.72	5455.42
1249266	259692	8868	63	5504.00	5475.74
1258792	264218	8984	64	5580.00	5561.99
1276462	269189	9156	65	5696.70	5627.01
1303529	273660	9290	66	5773.12	5747.78
1367188	278660	10264	67	6515.27	6474.64
1503524	283660	10273	68	6521.89	6492.94
1575088	288660	10426	69	6608.32	6550.74
1606699	292924	10444	70	6621.71	6598.84
1625629	297924	10564	71	6698.62	6687.11
1717032	302924	10779	72	6820.48	6803.92
1735752	307183	10937	73	6928.33	6906.18
1759044	312183	11164	74	7068.86	7016.55
1780104	317183	11289	75	7146.04	7139.55
1903502	322183	11385	76	7215.56	7148.82
1910966	324647	11465	77	7267.86	7233.81
2038401	329647	12107	78	7621.65	7324.23
2287583	332293	12183	79	7686.31	7630.45
