200000	200000	7211	51	4437.53	4391.64
205000	205000	7344	52	4526.73	4492.08
215000	210000	7564	53	4657.72	4634.05
217812	212812	7702	54	4748.58	4695.43
227812	217812	7855	55	4847.07	4813.48
241689	221689	7977	56	4926.76	4887.49
265605	226385	8169	57	5041.27	5004.75
297927	231385	8365	58	5159.60	5119.80
343839	236097	8519	59	5263.72	5230.87
365031	241097	8713	60	5376.96	5330.33
385395	243396	8811	61	5450.16	5407.16
402700	247621	8947	62	5533.22	5501.31
411246	251167	9077	63	5620.15	5598.16
429347	253076	9157	64	5671.75	5655.12
