200000	200000	6880	48	4229.46	4173.96
242865	204345	7046	49	4333.85	4281.22
247865	209345	7202	50	4429.90	4410.23
252865	214345	7389	51	4543.06	4514.13
261442	216749	7447	52	4583.28	4554.06
281087	221394	7629	53	4695.07	4677.20
296087	226394	7777	54	4783.38	4733.98
346123	229017	7855	55	4835.96	4794.50
351123	234017	7936	56	4910.95	4869.59
371434	239017	8091	57	5022.40	4980.12
394059	242888	8237	58	5123.43	5081.80
407161	246395	8395	59	5230.36	5197.12
489206	251395	8802	60	5457.69	5428.90
604501	255301	8908	61	5524.43	5498.88
619637	260301	9083	62	5633.62	5607.61
651041	265301	9227	63	5722.17	5674.84
692071	270301	9382	64	5809.98	5772.79
697071	275301	9591	65	5939.92	5920.85
842521	280301	10659	66	6527.72	5985.87
988954	285301	10666	67	6533.25	6357.96
993954	290301	10683	68	6545.66	6368.92
1013954	295301	10714	69	6571.59	6559.02
