200000	200000	7094	50	4387.21	4350.85
211076	203012	7226	51	4479.09	4448.30
228007	208012	7397	52	4584.70	4549.97
229920	209925	7453	53	4620.35	4577.43
245499	214925	7652	54	4739.95	4706.03
253757	217140	7754	55	4823.36	4799.96
258963	220403	7904	56	4917.96	4889.62
267377	224145	8018	57	4985.47	4966.61
304158	229145	8221	58	5121.90	5087.18
406970	234145	8242	59	5136.51	5083.81
526678	239145	8416	60	5244.78	5119.22
567705	244145	8564	61	5377.52	5255.61
709104	249145	8627	62	5414.50	5320.98
795519	254145	8667	63	5447.93	5402.11
797011	255371	8793	64	5521.34	5416.28
806046	260371	8907	65	5589.56	5520.59
1122994	265371	9167	66	5734.21	5580.64
1286542	270371	10847	67	7017.23	6256.97
1296542	275371	11404	68	7337.64	6632.78
1409767	280371	11472	69	7380.00	6682.03
1453230	285371	11660	70	7506.59	6670.81
1803793	287205	11692	71	7529.75	6694.54
1821105	288411	11730	72	7556.89	6775.16
2678959	293411	11853	73	7628.22	6802.46
2940510	298411	12577	74	8027.75	7382.42
2965146	299487	12601	75	8047.21	7082.54
3254823	304487	12618	76	8060.31	7485.40
3287569	308203	12706	77	8135.72	7605.99
3300650	313203	12842	78	8231.66	7997.69
3319585	318052	12950	79	8295.18	8279.34
3363692	321763	13096	80	8388.58	8375.14
3367385	325456	13236	81	8498.87	8476.87
3371184	329255	13418	82	8618.99	8612.05
