10000	1.0
20000	0.0
30000	1.0
40000	3.0
50000	1.0
60000	1.0
70000	2.0
80000	2.0
90000	3.0
100000	1.0
110000	0.0
120000	2.0
130000	2.0
140000	2.0
150000	1.0
160000	3.0
170000	2.0
180000	0.0
190000	2.0
200000	3.0
210000	2.0
220000	1.0
230000	1.0
240000	0.0
250000	2.0
260000	2.0
270000	1.0
280000	0.0
290000	0.0
300000	0.0
310000	0.0
320000	0.0
330000	0.0
340000	2.0
350000	0.0
360000	2.0
370000	1.0
380000	0.0
390000	2.0
400000	0.0
410000	2.0
420000	3.0
430000	3.0
440000	2.0
450000	3.0
460000	1.0
470000	1.0
480000	2.0
490000	0.0
500000	0.0
510000	0.0
520000	0.0
530000	1.0
540000	1.0
550000	1.0
560000	1.0
570000	1.0
580000	0.0
590000	3.0
600000	0.0
610000	0.0
620000	2.0
630000	1.0
640000	3.0
650000	1.0
660000	5.0
670000	4.0
680000	2.0
690000	1.0
700000	5.0
710000	7.0
720000	1.0
730000	5.0
740000	13.0
750000	13.0
760000	5.0
770000	7.0
780000	11.0
790000	5.0
800000	12.0
810000	12.0
820000	24.0
830000	13.0
840000	11.0
850000	16.0
860000	30.0
870000	27.0
880000	20.0
890000	20.0
900000	6.0
910000	20.0
920000	34.0
930000	16.0
940000	44.0
950000	27.0
960000	42.0
970000	24.0
980000	16.0
990000	30.0
1000000	35.0
1010000	36.0
1020000	31.0
1030000	30.0
1040000	22.0
1050000	24.0
1060000	17.0
1070000	36.0
1080000	24.0
1090000	41.0
1100000	42.0
1110000	16.0
1120000	31.0
1130000	23.0
1140000	23.0
1150000	18.0
1160000	25.0
1170000	36.0
1180000	22.0
1190000	19.0
1200000	19.0
1210000	25.0
1220000	39.0
1230000	31.0
1240000	38.0
1250000	45.0
1260000	50.0
1270000	24.0
1280000	37.0
1290000	31.0
1300000	48.0
1310000	46.0
1320000	39.0
1330000	38.0
1340000	37.0
1350000	40.0
1360000	28.0
1370000	43.0
1380000	37.0
1390000	34.0
1400000	36.0
1410000	42.0
1420000	44.0
1430000	38.0
1440000	19.0
1450000	42.0
1460000	28.0
1470000	34.0
1480000	27.0
1490000	41.0
1500000	44.0
1510000	24.0
1520000	40.0
1530000	33.0
1540000	52.0
1550000	29.0
1560000	47.0
1570000	42.0
1580000	51.0
1590000	44.0
1600000	51.0
1610000	49.0
1620000	33.0
1630000	29.0
1640000	41.0
1650000	28.0
1660000	33.0
1670000	46.0
1680000	45.0
1690000	33.0
1700000	36.0
1710000	56.0
1720000	50.0
1730000	48.0
1740000	48.0
1750000	52.0
1760000	38.0
1770000	33.0
1780000	44.0
1790000	42.0
1800000	58.0
1810000	57.0
1820000	56.0
1830000	48.0
1840000	42.0
1850000	33.0
1860000	48.0
1870000	42.0
1880000	47.0
1890000	46.0
1900000	42.0
1910000	43.0
1920000	56.0
1930000	53.0
1940000	47.0
1950000	44.0
1960000	52.0
1970000	55.0
1980000	35.0
1990000	50.0
2000000	51.0
2010000	48.0
2020000	50.0
2030000	57.0
2040000	38.0
2050000	41.0
2060000	53.0
2070000	45.0
2080000	49.0
2090000	61.0
2100000	63.0
2110000	61.0
2120000	49.0
2130000	38.0
2140000	44.0
2150000	56.0
2160000	54.0
2170000	57.0
2180000	58.0
2190000	67.0
2200000	44.0
2210000	58.0
2220000	61.0
2230000	63.0
2240000	57.0
2250000	63.0
2260000	42.0
2270000	59.0
2280000	68.0
2290000	51.0
2300000	50.0
2310000	43.0
2320000	61.0
2330000	58.0
2340000	52.0
2350000	48.0
2360000	40.0
2370000	45.0
2380000	60.0
2390000	41.0
2400000	57.0
2410000	65.0
2420000	59.0
2430000	50.0
2440000	43.0
2450000	51.0
2460000	56.0
2470000	53.0
2480000	67.0
2490000	62.0
2500000	76.0
2510000	48.0
2520000	57.0
2530000	68.0
2540000	52.0
2550000	70.0
2560000	64.0
2570000	53.0
2580000	58.0
2590000	44.0
2600000	48.0
2610000	49.0
2620000	60.0
2630000	40.0
2640000	50.0
2650000	49.0
2660000	59.0
2670000	67.0
2680000	68.0
2690000	53.0
2700000	71.0
2710000	62.0
2720000	55.0
2730000	67.0
2740000	60.0
2750000	57.0
2760000	65.0
2770000	59.0
2780000	62.0
2790000	67.0
2800000	47.0
2810000	66.0
2820000	69.0
2830000	72.0
2840000	71.0
2850000	60.0
2860000	64.0
2870000	74.0
2880000	70.0
2890000	53.0
2900000	64.0
2910000	65.0
2920000	53.0
2930000	65.0
