10000	1.0
20000	2.0
30000	2.0
40000	2.0
50000	2.0
60000	3.0
70000	1.0
80000	1.0
90000	5.0
100000	2.0
110000	2.0
120000	2.0
130000	1.0
140000	4.0
150000	2.0
160000	4.0
170000	2.0
180000	2.0
190000	3.0
200000	3.0
210000	1.0
220000	1.0
230000	1.0
240000	2.0
250000	3.0
260000	0.0
270000	0.0
280000	2.0
290000	3.0
300000	5.0
310000	0.0
320000	10.0
330000	31.0
340000	93.0
350000	151.0
360000	154.0
370000	154.0
380000	154.0
390000	150.0
400000	143.0
410000	152.0
420000	155.0
430000	144.0
440000	151.0
450000	150.0
460000	153.0
470000	155.0
480000	149.0
490000	140.0
500000	157.0
510000	157.0
520000	153.0
530000	163.0
540000	162.0
550000	168.0
560000	162.0
570000	153.0
580000	164.0
590000	163.0
600000	163.0
610000	160.0
620000	169.0
630000	166.0
640000	169.0
650000	169.0
660000	168.0
670000	172.0
680000	168.0
690000	173.0
700000	171.0
710000	176.0
720000	175.0
730000	174.0
740000	182.0
750000	179.0
760000	181.0
770000	164.0
780000	174.0
790000	181.0
800000	182.0
810000	185.0
820000	177.0
830000	175.0
840000	175.0
850000	180.0
860000	185.0
870000	181.0
880000	181.0
890000	172.0
900000	183.0
910000	182.0
920000	179.0
930000	181.0
940000	181.0
950000	185.0
960000	185.0
970000	184.0
980000	181.0
990000	182.0
1000000	182.0
1010000	190.0
1020000	182.0
1030000	184.0
1040000	189.0
1050000	188.0
1060000	186.0
1070000	183.0
1080000	187.0
1090000	188.0
1100000	185.0
1110000	188.0
1120000	188.0
1130000	190.0
1140000	182.0
1150000	189.0
1160000	190.0
1170000	187.0
1180000	184.0
1190000	181.0
1200000	191.0
1210000	194.0
1220000	189.0
1230000	176.0
1240000	184.0
1250000	187.0
1260000	190.0
1270000	192.0
1280000	195.0
1290000	192.0
1300000	187.0
1310000	188.0
1320000	194.0
1330000	189.0
1340000	194.0
1350000	191.0
1360000	195.0
1370000	191.0
1380000	195.0
1390000	189.0
1400000	192.0
1410000	193.0
1420000	191.0
1430000	188.0
1440000	191.0
1450000	193.0
1460000	193.0
1470000	192.0
1480000	193.0
1490000	189.0
1500000	195.0
1510000	198.0
1520000	191.0
1530000	195.0
1540000	191.0
1550000	197.0
1560000	191.0
1570000	194.0
1580000	189.0
1590000	191.0
1600000	189.0
1610000	195.0
1620000	194.0
1630000	190.0
1640000	197.0
1650000	194.0
1660000	196.0
1670000	191.0
1680000	197.0
1690000	195.0
1700000	197.0
1710000	194.0
1720000	196.0
1730000	194.0
1740000	196.0
1750000	192.0
1760000	196.0
1770000	195.0
1780000	196.0
1790000	193.0
1800000	201.0
1810000	193.0
1820000	196.0
1830000	197.0
1840000	197.0
1850000	191.0
1860000	193.0
1870000	192.0
1880000	197.0
1890000	194.0
1900000	195.0
1910000	195.0
1920000	196.0
1930000	195.0
1940000	193.0
1950000	199.0
1960000	192.0
1970000	195.0
1980000	195.0
1990000	191.0
2000000	196.0
2010000	199.0
2020000	196.0
2030000	195.0
2040000	195.0
2050000	197.0
2060000	194.0
2070000	193.0
2080000	193.0
2090000	197.0
2100000	76.0
2110000	193.0
2120000	191.0
2130000	191.0
2140000	192.0
2150000	194.0
2160000	193.0
2170000	193.0
2180000	194.0
2190000	194.0
2200000	196.0
2210000	194.0
2220000	197.0
2230000	195.0
2240000	196.0
2250000	196.0
2260000	200.0
2270000	198.0
2280000	196.0
2290000	197.0
2300000	197.0
2310000	195.0
2320000	195.0
2330000	199.0
2340000	197.0
2350000	195.0
2360000	195.0
2370000	195.0
2380000	197.0
2390000	195.0
2400000	197.0
2410000	197.0
2420000	199.0
2430000	200.0
2440000	196.0
2450000	196.0
2460000	196.0
2470000	198.0
2480000	197.0
2490000	195.0
2500000	194.0
2510000	198.0
2520000	199.0
2530000	196.0
2540000	197.0
2550000	197.0
2560000	198.0
2570000	195.0
2580000	195.0
2590000	199.0
2600000	195.0
2610000	198.0
2620000	200.0
2630000	198.0
2640000	194.0
2650000	196.0
2660000	196.0
2670000	198.0
2680000	199.0
2690000	196.0
2700000	195.0
2710000	197.0
2720000	199.0
2730000	198.0
2740000	199.0
2750000	198.0
2760000	195.0
2770000	195.0
2780000	198.0
2790000	197.0
2800000	195.0
2810000	197.0
2820000	197.0
2830000	195.0
2840000	197.0
2850000	199.0
2860000	197.0
2870000	196.0
2880000	193.0
2890000	197.0
2900000	195.0
2910000	198.0
2920000	193.0
2930000	198.0
2940000	197.0
2950000	197.0
2960000	197.0
2970000	197.0
2980000	200.0
2990000	198.0
3000000	197.0
