200000	200000	7003	50	4339.44	4277.96
205000	205000	7195	51	4453.67	4420.20
227127	208622	7325	52	4534.82	4504.19
249452	213622	7543	53	4673.03	4656.77
320957	218622	10307	54	6192.85	4646.87
325957	223622	10540	55	6329.05	4768.39
410291	228622	12553	56	7437.18	4931.25
437984	233622	12725	57	7543.48	5243.30
513162	238622	12928	58	7659.45	7323.73
517916	243376	13136	59	7799.38	7215.98
594442	248376	14189	60	8380.87	7779.79
648333	253376	14222	61	8400.69	7802.22
675726	258376	14432	62	8526.47	7628.56
698079	260953	14492	63	8562.24	7505.60
734320	263847	14604	64	8627.27	8023.82
