200000	200000	7094	50	4387.21	4365.64
203568	203568	7210	51	4459.98	4411.66
236872	208568	7381	52	4565.59	4541.42
245254	210327	7457	53	4629.25	4608.42
266237	215327	7662	54	4757.00	4742.32
406443	217460	7932	55	4908.12	4891.28
958994	220907	9408	56	6227.01	6485.10
968226	224147	9536	57	6313.99	6289.75
983862	228818	9724	58	6439.40	6408.85
1018581	233818	9873	59	6526.40	5702.71
1046436	238818	9998	60	6602.29	5789.99
1051436	243818	10132	61	6682.58	5886.40
1057142	245431	10222	62	6744.37	6449.13
1129509	250431	13174	63	8369.55	8359.56
1133952	254874	13362	64	8483.94	8461.38
1148952	259874	13537	65	8598.68	8543.53
