200000	200000	7166	51	4519.80	4597.41
350254	201664	7334	52	4668.57	4646.41
377775	203499	7374	53	4698.90	4638.69
383393	206794	7480	54	4761.32	4690.50
399300	211794	7653	55	4868.10	4776.16
457458	216794	7806	56	4965.61	4874.48
510945	221794	10260	57	7161.77	6612.91
546315	222926	10282	58	7176.66	5968.05
759272	227926	10767	59	7446.44	6105.43
772865	231519	10895	60	7526.72	5936.59
778637	233856	10991	61	7591.97	6311.90
889660	238856	15205	62	9908.57	7731.70
899307	243856	15350	63	9995.06	6685.56
916952	248856	15544	64	10105.54	6826.55
929363	253856	15745	65	10231.40	7914.37
934363	258856	15928	66	10353.30	6787.44
1063924	261508	16078	67	10446.13	7473.76
1170411	261935	16106	68	10464.32	7516.61
1313272	262033	16126	69	10479.50	7535.18
