200000	200000	6891	49	4248.67	4196.40
235720	204538	7053	50	4347.40	4307.81
257825	208331	7209	51	4438.67	4622.15
270314	210820	7307	52	4506.86	4450.09
278605	214529	7441	53	4589.90	4532.45
320534	219529	7627	54	4709.31	4691.55
327658	222291	7703	55	4758.72	4729.84
332658	227291	7890	56	4867.57	4847.53
347658	232291	8040	57	4959.42	5000.31
356862	236495	8172	58	5038.89	5089.96
365701	241263	8276	59	5106.45	5051.47
398589	246263	8451	60	5214.95	5127.86
432147	248592	8531	61	5263.09	5181.54
594618	253592	10507	62	6351.04	5975.99
624152	258592	10678	63	6460.11	6049.11
645980	263592	10852	64	6565.24	6550.39
650980	268592	11006	65	6654.44	6260.68
688946	273592	11198	66	6779.52	6384.79
699221	278067	11368	67	6892.27	6511.40
719386	281642	11510	68	6980.02	6605.67
795438	286642	11535	69	6996.82	6660.62
828933	290833	11719	70	7115.95	7097.16
836739	295833	11866	71	7207.68	7243.93
841727	300821	12108	72	7351.74	6994.44
846445	303888	12224	73	7433.75	7228.61
866206	305829	12278	74	7467.76	7263.32
874549	308666	12408	75	7553.07	7121.32
913546	313382	12542	76	7630.87	7375.90
942333	318382	13038	77	8043.09	7713.26
969183	323382	13186	78	8127.60	7776.16
1004183	328382	15155	79	9211.57	9213.76
1086855	333382	16861	80	10411.54	10432.19
1103926	336253	16967	81	10474.65	10511.93
