200000	200000	4393	379	4939.62	4862.80
202197	201390	4405	380	4957.62	4882.37
223818	204074	4453	381	5005.14	5000.54
258421	205051	4481	382	5029.82	4970.97
265978	207595	4559	383	5086.44	5027.59
284894	208041	4581	384	5112.30	5053.74
290002	208605	4603	385	5135.31	5076.86
312425	211332	4621	386	5153.76	5095.32
324720	212193	4647	387	5200.27	5157.76
334812	212873	4663	388	5219.80	5208.78
346364	215570	4695	389	5248.21	5244.18
769803	215591	4699	390	5253.09	5251.08
783664	215643	4705	391	5263.63	5263.63
