200000	200000	6739	50	4213.30	4161.75
209641	205000	6870	51	4293.47	4250.01
219641	210000	7040	52	4389.66	4352.19
284016	215000	7045	53	4394.09	4368.69
347984	220000	10063	54	6058.17	4440.39
352984	225000	10222	55	6150.95	4576.18
357667	229683	10340	56	6234.28	4630.73
473476	234683	10544	57	6347.48	4684.44
493086	237757	10642	58	6406.81	4750.26
554894	241615	11786	59	7424.81	5768.95
566520	246615	11804	60	7439.70	5312.53
889872	251615	13015	61	8513.76	6471.99
1354509	252063	13169	62	8600.47	6194.86
1552853	253257	13293	63	8671.39	6272.35
1579352	253407	13323	64	8695.53	6275.92
1707552	255227	13537	65	8878.27	6471.08
1829780	258896	13677	66	8982.94	6586.43
1870100	263067	13827	67	9080.62	6707.49
1944245	268067	16838	68	11771.44	9404.09
