200000	200000	7278	49	4472.52	4456.98
204364	204364	7438	50	4566.16	4552.18
241463	208325	7600	51	4669.74	4640.10
248503	213325	7808	52	4798.59	4751.85
254993	217815	7972	53	4908.53	4870.79
264993	222815	8184	54	5075.09	5028.16
392734	225958	8394	55	5216.36	5176.04
399903	230958	10531	56	6538.16	5506.56
421065	235958	10732	57	6657.55	5671.71
441065	240958	10915	58	6773.45	5879.91
486585	245958	11127	59	6913.22	6005.81
506316	247383	11197	60	6965.19	6289.03
599559	252383	11372	61	7097.66	6453.61
