200000	200000	7094	50	4387.21	4343.74
221145	205000	7300	51	4510.52	4472.30
229754	210000	7471	52	4616.12	4580.44
245441	215000	7663	53	4739.65	4712.21
276668	216630	7729	54	4780.10	4728.76
287753	221551	7871	55	4865.22	4842.07
361276	223223	7947	56	4918.79	4891.09
387266	227041	8087	57	5010.98	4990.02
485217	232041	8359	58	5161.52	5019.44
586120	237041	10512	59	6346.56	5055.09
601150	241972	10702	60	6465.52	5175.44
655477	242810	10728	61	6485.38	5194.78
702895	243545	10748	62	6501.26	5214.05
761500	248545	13958	63	8275.83	5340.29
953655	248650	13974	64	8287.43	5324.71
1020390	253650	14813	65	8749.29	5791.84
1113869	253774	14827	66	8759.79	6246.10
1228732	257963	16333	67	9591.93	6543.33
1265937	262963	16545	68	9732.39	6694.34
1336297	266269	16609	69	9780.91	6751.19
1356597	268244	16641	70	9802.99	6771.98
1640366	273244	19361	71	11896.71	9602.97
1729455	278244	22781	72	14955.52	14669.65
1804115	279484	22853	73	15008.97	13499.73
1894181	284484	22974	74	15080.58	13574.62
1914759	286385	23028	75	15115.13	13765.45
2027823	291385	24583	76	16504.71	15453.03
