200000	200000	7131	51	4407.33	4406.47
205000	205000	7324	52	4528.49	4496.86
218444	210000	7520	53	4657.08	4569.93
234067	215000	7692	54	4757.55	4667.73
244277	218000	7834	55	4842.98	4754.32
261077	223000	7984	56	4934.75	4910.72
279881	225108	8056	57	4982.65	4952.72
309196	230108	8182	58	5060.70	5044.26
446606	235108	12421	59	7392.98	5095.32
466383	239177	12533	60	7471.09	5181.55
547466	244177	13031	61	7904.51	5984.28
607002	249177	13569	62	8372.38	6753.84
611580	249712	13603	63	8395.25	6485.60
636248	254712	13792	64	8511.44	6903.68
644815	259712	13944	65	8604.39	6496.17
