200000	200000	7057	47	4313.67	4275.72
211542	201542	7111	48	4350.30	4291.76
215351	205351	7227	49	4419.61	4360.87
225351	210351	7440	50	4547.82	4509.30
265855	214869	7608	51	4662.32	4629.94
277667	219869	7809	52	4778.86	4753.37
289996	222198	7889	53	4830.76	4807.35
418053	223859	7921	54	4869.74	4838.34
420913	224745	7967	55	4906.83	4869.01
580509	229535	10523	56	6313.67	5763.17
609677	234535	10656	57	6403.94	5856.00
658926	239535	11018	58	6725.23	6099.94
702730	244535	11164	59	6815.03	6239.05
740234	249268	11342	60	6923.63	6303.25
789624	253633	11482	61	7023.91	6413.93
817428	258633	11517	62	7046.90	6451.52
871582	263633	15161	63	9055.25	6563.86
971229	268633	19099	64	12583.38	7203.99
1007893	273633	19242	65	12676.38	7616.36
1354452	278633	20606	66	13874.54	8970.48
1368309	283143	20764	67	13968.99	9069.92
1515847	288143	23259	68	16204.08	10970.04
1535479	293143	23489	69	16333.35	11231.74
