200000	200000	6891	49	4248.67	4204.82
249785	203131	6999	50	4323.28	4293.85
375785	208131	7503	51	4602.81	4480.31
389151	213001	7659	52	4709.87	4688.52
403045	215741	7755	53	4768.88	4729.51
412611	220307	7925	54	4882.71	4850.07
414980	222676	7997	55	4932.69	4873.71
434011	226045	8129	56	5016.32	4956.17
457469	228421	8203	57	5061.86	5031.65
568971	229182	8241	58	5095.56	5059.42
582454	234182	8444	59	5219.84	5181.44
586238	237966	8558	60	5292.51	5260.88
632026	242082	8720	61	5391.24	5346.60
652026	247082	8929	62	5526.04	5494.36
656435	251491	9103	63	5632.05	5607.32
672236	256491	9265	64	5725.64	5709.77
758587	260605	9349	65	5774.59	5728.46
784234	263780	9497	66	5867.71	5840.92
818003	268780	10936	67	6661.92	6136.15
822051	272828	11062	68	6738.10	6216.67
828386	275478	11174	69	6811.45	6576.79
